Department,Category,AccountCode,AccountName,     BudgetAmount     ,Period
ADMINISTRATION,INDIRECT COST,600909,REPAIRS - BUILDINGS,"10,000.00",01/10/2024
ADMINISTRATION,INDIRECT COST,600909,REPAIRS - BUILDINGS,"10,000.00",01/11/2024
ADMINISTRATION,INDIRECT COST,600909,REPAIRS - BUILDINGS,"10,000.00",01/12/2024
ADMINISTRATION,INDIRECT COST,600909,REPAIRS - BUILDINGS,"10,000.00",01/01/2025
ADMINISTRATION,INDIRECT COST,600909,REPAIRS - BUILDINGS,"10,000.00",01/02/2025
ADMINISTRATION,INDIRECT COST,600909,REPAIRS - BUILDINGS,"10,000.00",01/03/2025
ADMINISTRATION,INDIRECT COST,600909,REPAIRS - BUILDINGS,"10,000.00",01/04/2025
ADMINISTRATION,INDIRECT COST,600909,REPAIRS - BUILDINGS,"10,000.00",01/05/2025
ADMINISTRATION,INDIRECT COST,600909,REPAIRS - BUILDINGS,"10,000.00",01/06/2025
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/07/2024
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/08/2024
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/09/2024
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/10/2024
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/11/2024
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/12/2024
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/01/2025
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/02/2025
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/03/2025
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/04/2025
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/05/2025
ADMINISTRATION,INDIRECT COST,600911,REPAIRS - MOTOR BIKES/CYCLES,0,01/06/2025
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/07/2024
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/08/2024
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/09/2024
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/10/2024
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/11/2024
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/12/2024
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/01/2025
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/02/2025
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/03/2025
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/04/2025
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/05/2025
ADMINISTRATION,INDIRECT COST,600916,CANTEEN EXPENSES,"38,340.00",01/06/2025
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"12,510.42",01/07/2024
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"11,700.00",01/08/2024
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"10,889.58",01/09/2024
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"10,079.16",01/10/2024
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"9,268.75",01/11/2024
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"8,458.33",01/12/2024
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"7,647.91",01/01/2025
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"6,837.50",01/02/2025
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"6,027.08",01/03/2025
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"5,216.66",01/04/2025
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"4,406.25",01/05/2025
ADMINISTRATION,DIRECT COST,601001,SALARIES & WAGES,"3,595.83",01/06/2025
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,275500,01/07/2024
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,250000,01/08/2024
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,120000,01/09/2024
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,"208,800.00",01/10/2024
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,0,01/11/2024
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,75000,01/12/2024
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,0,01/01/2025
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,250000,01/02/2025
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,0,01/03/2025
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,0,01/04/2025
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,0,01/05/2025
ADMINISTRATION,INDIRECT COST,601002,STAFF TRAINING,0,01/06/2025
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/07/2024
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/08/2024
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/09/2024
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/10/2024
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/11/2024
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/12/2024
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/01/2025
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/02/2025
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/03/2025
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/04/2025
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/05/2025
ADMINISTRATION,INDIRECT COST,601003,STAFF MEDICAL EXPENSE,"20,000.00",01/06/2025
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,"39,630.00",01/07/2024
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,0,01/08/2024
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,0,01/09/2024
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,1040,01/10/2024
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,"13,320.00",01/11/2024
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,0,01/12/2024
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,"12,730.00",01/01/2025
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,"2,600.00",01/02/2025
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,0,01/03/2025
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,"1,040.00",01/04/2025
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,0,01/05/2025
ADMINISTRATION,DIRECT COST,601006,PROTECTIVE CLOTHING & UNIFORMS,0,01/06/2025
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/07/2024
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/08/2024
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/09/2024
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/10/2024
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/11/2024
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/12/2024
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/01/2025
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/02/2025
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/03/2025
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/04/2025
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/05/2025
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/06/2025
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/07/2024
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/08/2024
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/09/2024
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/10/2024
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/11/2024
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"206,000.00",01/12/2024
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/01/2025
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/02/2025
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/03/2025
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/04/2025
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/05/2025
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/06/2025
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,767,125.42",01/07/2024
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,770,766.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,799,955.58",01/09/2024
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,790,145.16",01/10/2024
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,798,334.75",01/11/2024
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,780,024.33",01/12/2024
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,786,213.91",01/01/2025
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,775,903.50",01/02/2025
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,784,593.08",01/03/2025
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,820,507.66",01/04/2025
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,782,972.25",01/05/2025
ADMINISTRATION,INDIRECT COST,610103,ADMIN SALARY & WAGES,"1,782,161.83",01/06/2025
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/07/2024
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/09/2024
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/10/2024
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/11/2024
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/12/2024
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/01/2025
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/02/2025
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/03/2025
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/04/2025
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/05/2025
ADMINISTRATION,INDIRECT COST,610106,TRAVEL & ACCOMODATION,"600,000.00",01/06/2025
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/07/2024
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/09/2024
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/10/2024
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/11/2024
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/12/2024
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/01/2025
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/02/2025
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/03/2025
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/04/2025
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/05/2025
ADMINISTRATION,INDIRECT COST,610107,MEALS & ENTERTAINMENT,"2,700.00",01/06/2025
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/07/2024
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/09/2024
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/10/2024
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/11/2024
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/12/2024
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/01/2025
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/02/2025
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/03/2025
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/04/2025
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/05/2025
ADMINISTRATION,INDIRECT COST,610108,POSTAGE COURIER EXPENSES,"9,200.00",01/06/2025
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/07/2024
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/08/2024
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/09/2024
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/10/2024
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/11/2024
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/12/2024
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/01/2025
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/02/2025
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/03/2025
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/04/2025
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/05/2025
ADMINISTRATION,INDIRECT COST,610110,TELEPHONES - SAFARICOM,"43,474.13",01/06/2025
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"171,121.65",01/07/2024
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"204,177.50",01/08/2024
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"64,245.95",01/09/2024
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"64,245.95",01/10/2024
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"204,177.50",01/11/2024
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"64,245.95",01/12/2024
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"64,245.95",01/01/2025
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"204,177.50",01/02/2025
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"64,245.95",01/03/2025
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"64,245.95",01/04/2025
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"110,889.80",01/05/2025
ADMINISTRATION,INDIRECT COST,610112,INTERNET/EMAIL EXPENSES,"64,245.95",01/06/2025
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/07/2024
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/09/2024
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/10/2024
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/11/2024
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/12/2024
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/01/2025
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/02/2025
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/03/2025
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/04/2025
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/05/2025
ADMINISTRATION,INDIRECT COST,610114,OFFICE EXPENSES,"56,500.00",01/06/2025
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"150,000.00",01/07/2024
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"85,000.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"124,000.00",01/09/2024
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"85,000.00",01/10/2024
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"124,000.00",01/11/2024
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"85,000.00",01/12/2024
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"150,000.00",01/01/2025
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"85,000.00",01/02/2025
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"124,000.00",01/03/2025
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"85,000.00",01/04/2025
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"124,000.00",01/05/2025
ADMINISTRATION,INDIRECT COST,610115,PRINTING & STATIONERY,"85,000.00",01/06/2025
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/07/2024
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/09/2024
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/10/2024
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/11/2024
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/12/2024
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/01/2025
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/02/2025
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/03/2025
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/04/2025
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/05/2025
ADMINISTRATION,INDIRECT COST,610118,TRANSPORT HIRE  & MILEAGE,"465,000.00",01/06/2025
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"50,000.00",01/07/2024
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"190,000.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"50,000.00",01/09/2024
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"50,000.00",01/10/2024
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"190,000.00",01/11/2024
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"50,000.00",01/12/2024
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"50,000.00",01/01/2025
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"190,000.00",01/02/2025
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"50,000.00",01/03/2025
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"50,000.00",01/04/2025
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"190,000.00",01/05/2025
ADMINISTRATION,INDIRECT COST,610200,ACCOUNTANCY & FINANCIAL FEES,"50,000.00",01/06/2025
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/07/2024
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/09/2024
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/10/2024
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/11/2024
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/12/2024
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/01/2025
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/02/2025
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/03/2025
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/04/2025
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/05/2025
ADMINISTRATION,INDIRECT COST,610202,LEGAL FEES,"2,500.00",01/06/2025
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,"275,000.00",01/07/2024
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,"120,000.00",01/08/2024
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,"90,000.00",01/09/2024
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,0,01/10/2024
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,0,01/11/2024
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,"90,000.00",01/12/2024
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,"544,000.00",01/01/2025
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,0,01/02/2025
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,"90,000.00",01/03/2025
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,0,01/04/2025
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,50000,01/05/2025
ADMINISTRATION,DIRECT COST,610203,CONSULTANCY FEE,"620,000.00",01/06/2025
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,60000,01/07/2024
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,"60,000.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,60000,01/09/2024
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,60000,01/10/2024
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,60000,01/11/2024
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,"60,000.00",01/12/2024
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,60000,01/01/2025
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,60000,01/02/2025
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,60000,01/03/2025
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,"60,000.00",01/04/2025
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,60000,01/05/2025
ADMINISTRATION,INDIRECT COST,610301,SCHOOL FEES,60000,01/06/2025
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/07/2024
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/08/2024
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/09/2024
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/10/2024
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/11/2024
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/12/2024
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/01/2025
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/02/2025
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"38,500.00",01/03/2025
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/04/2025
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/05/2025
ADMINISTRATION,INDIRECT COST,610402,REPAIRS - COMPUTER & OFC EQUIP,"18,500.00",01/06/2025
ADMINISTRATION,INDIRECT COST,610403,REPAIRS - FURNITURE & FITTINGS,500,01/07/2024
ADMINISTRATION,INDIRECT COST,610403,REPAIRS - FURNITURE & FITTINGS,500,01/08/2024
